,channelTitle,channelId,video_id,publishedAt,viewCount,likeCount,dislikeCount,commentCount
108,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,vlBX01qPIk0,2020-05-13T17:27:02Z,108867,4243,31,42
109,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,3Ql0oVy_Spo,2020-05-11T15:36:22Z,77645,3506,15,18
110,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,26Jea9KGu5c,2020-05-08T10:47:32Z,47935,2090,12,28
111,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,0reIvo5XWEQ,2020-05-07T14:27:35Z,59049,2389,11,21
112,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,yC4ofEBd3mE,2020-05-04T12:06:10Z,119883,4481,24,31
113,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,uJWW4gOt9K8,2020-05-01T15:26:24Z,93468,2738,26,40
114,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,0hPOU5vkM9g,2020-04-30T10:03:41Z,91741,2690,29,40
115,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,wfA47tA6bz8,2020-04-28T17:26:48Z,188673,5814,43,36
116,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,iUQyxnob-Cw,2020-04-28T10:47:53Z,111428,3605,27,27
117,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,NQf-RHPn6ms,2020-04-27T16:00:21Z,82648,3117,17,14
118,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,02JK5HSQDQM,2020-04-24T01:19:47Z,139048,4504,25,44
119,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,_SEaCoDJx6E,2020-04-23T11:10:40Z,87015,2714,18,23
120,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,_0W61bwpkWo,2020-04-22T13:26:32Z,128869,4841,33,56
121,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,rP-eW8hTngU,2020-04-19T19:25:43Z,107569,3363,30,17
122,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,bQR1_uhsJAg,2020-04-17T17:46:57Z,99367,3409,21,23
123,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,Rj4UJekWi7Y,2020-04-14T10:07:09Z,77222,2403,22,12
124,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,Ue-RZdCwsBM,2020-04-12T13:02:07Z,50058,1357,16,6
125,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,t_EGqCVayxA,2020-04-10T09:05:05Z,57601,2060,28,6
126,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,inTzBbd-Fuo,2020-04-09T16:15:53Z,75061,2539,16,11
127,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,AZGl2N2F2wE,2020-04-08T17:40:05Z,68324,2455,15,9
128,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,8yZ_nxbkmXE,2020-04-08T09:06:39Z,83985,2985,23,24
129,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,qHU6NphFAXk,2020-04-06T09:33:32Z,70773,3069,18,19
