,channelTitle,channelId,video_id,publishedAt,viewCount,likeCount,dislikeCount,commentCount
98,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,AxupK3mlH4k,2020-07-18T15:45:17Z,43478,2707,12,4
99,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,_PbiMicB-QI,2020-07-18T10:07:56Z,76464,4093,43,19
100,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,3FlPRE0kfoQ,2020-07-17T16:59:39Z,47143,3363,11,21
101,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,lnD5IdevT6s,2020-07-16T15:24:29Z,57706,4107,21,24
102,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,_c2_CvfS-xw,2020-07-15T20:13:54Z,115853,5774,25,36
103,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,ErTOf3wU3qM,2020-07-13T16:00:48Z,70136,3869,14,20
104,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,gpwquDJDxMA,2020-07-12T17:26:33Z,81129,4015,25,16
105,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,71QrrMacLU0,2020-07-11T21:38:36Z,85939,4512,15,48
106,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,ENIc6jIFJ_Q,2020-07-10T15:14:40Z,42465,2916,5,24
107,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,Us3YKX87aRA,2020-07-09T18:47:46Z,82339,3513,15,13
108,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,lICByfFTFw4,2020-07-08T22:40:55Z,61678,3231,15,10
109,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,kz9yJN_1TBg,2020-07-07T14:28:42Z,36106,2218,10,18
110,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,TCsaHE6IJXI,2020-07-06T19:59:48Z,84952,3515,14,19
111,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,tN5B_k48aNA,2020-07-06T01:01:29Z,104175,4563,29,21
112,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,8aqhf1HqJ8I,2020-07-03T20:30:49Z,82796,3711,21,15
113,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,PfcSGQI0TS8,2020-07-03T15:26:26Z,33770,2487,11,5
114,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,wZSiLW1JJvA,2020-07-02T10:10:39Z,39975,2626,7,14
115,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,qVOA2KeKDdc,2020-07-01T19:54:14Z,76585,4355,21,36
116,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,sm6SfJLXcno,2020-06-30T02:56:08Z,60289,3207,11,18
117,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,iYgk4hFOpIU,2020-06-29T12:22:17Z,68367,3880,6,21
118,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,rmzV-Oq4ww0,2020-06-28T18:41:24Z,91022,3659,28,14
119,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,A7HKHhuHoLw,2020-06-27T20:06:35Z,80591,3799,25,13
120,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,ubp8PN9QC-A,2020-06-26T17:29:07Z,26625,2186,5,6
121,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,NLo4Qub-bHA,2020-06-25T13:16:23Z,50683,3102,9,22
122,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,LxHjAM_ePvg,2020-06-24T21:30:26Z,89003,4379,40,18
123,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,B-6-48RTQns,2020-06-22T16:40:25Z,67112,3305,10,13
124,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,f8aC8nURDZY,2020-06-21T16:22:56Z,125877,5881,47,22
125,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,tthEXcvG0EI,2020-06-19T17:04:43Z,60019,3108,22,13
126,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,wv-HK80LfHg,2020-06-18T18:50:56Z,64716,3723,20,23
127,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,9SaWe-shh6M,2020-06-17T20:55:09Z,111033,5445,34,46
128,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,GDvXoHq8kGg,2020-06-15T21:41:58Z,18298,1581,5,152
129,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,nCqA6crhZos,2020-06-15T11:12:32Z,58636,4230,12,30
130,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,cIhlcKGJS20,2020-06-14T15:32:05Z,74966,5023,10,35
131,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,n8Z7mUOGEAE,2020-06-14T11:30:11Z,313309,20324,34,759
132,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,N5G5FlyPt9s,2020-06-13T12:05:57Z,509266,33964,301,718
133,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,A44zgy9vcLs,2020-06-12T15:25:18Z,47485,3259,18,26
134,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,ElWzgIDfPW4,2020-06-11T14:07:33Z,101434,4365,24,32
135,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,b5oXg946NQc,2020-06-10T15:55:55Z,157806,7666,53,73
136,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,KwKnRy4EZN8,2020-06-09T13:48:05Z,67781,3204,25,14
137,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,mslzzCNIXlI,2020-06-08T19:48:27Z,160812,4874,46,23
138,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,g7DS1IW72WE,2020-06-07T19:05:21Z,74634,4327,18,37
139,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,wX7HvlrrrPY,2020-06-05T15:00:29Z,49516,2735,24,24
140,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,dFIJGOJoZU0,2020-06-04T16:51:58Z,37579,2473,13,9
141,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,jl6sCeH8nvo,2020-06-03T18:32:24Z,56737,2724,16,14
142,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,zhGqJdOEcS4,2020-06-02T05:02:56Z,63911,3642,25,30
143,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,4zH_qss0YHo,2020-05-31T16:51:16Z,37518,2239,11,15
144,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,Gf2bP7pndtA,2020-05-29T14:29:30Z,47082,2743,9,11
145,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,JkkgLoOmDQQ,2020-05-27T11:44:59Z,24278,1730,8,3
146,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,xJS68zuO9Dg,2020-05-24T16:45:19Z,68821,3286,10,11
147,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,nrSFem1yFjA,2020-05-22T15:56:15Z,94759,3879,21,21
148,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,FlBS53zRWRY,2020-05-19T11:40:11Z,32120,1677,12,6
149,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,Krh94HWTTGE,2020-05-08T21:48:37Z,47648,2184,18,6
150,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,Fh0ukhyTvFM,2020-05-07T11:35:46Z,22387,1324,4,9
151,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,ct212v_ncpM,2020-05-05T13:39:06Z,32158,1747,4,7
152,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,iBnsUKRZ3e4,2020-05-02T15:41:16Z,33542,1611,14,3
153,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,iwhVXYyWCDc,2020-05-01T10:48:18Z,26405,1737,9,5
154,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,nfzUKNhKhgk,2020-04-30T21:31:44Z,67202,2928,16,11
155,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,IV5-pTzO2Nk,2020-04-30T09:45:51Z,51301,2598,20,31
156,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,jgZP4i2ZKW4,2020-04-29T14:58:27Z,30782,1687,9,17
157,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,V3OjkroANgM,2020-04-28T15:05:28Z,34182,1786,6,8
158,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,IwMC2Hqj-mI,2020-04-27T08:36:10Z,48035,1953,15,9
159,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,stgAKGCpyuU,2020-04-25T13:56:26Z,34468,1703,4,10
160,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,uNhFc6R96jc,2020-04-25T10:16:05Z,34667,1481,14,6
161,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,JZnYtXpNteA,2020-04-24T14:34:10Z,48775,3411,21,57
162,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,Pcr5oZ05LqI,2020-04-22T11:02:55Z,45787,2028,12,8
163,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,hNJqb9z4_T4,2020-04-19T15:55:05Z,39540,2030,6,7
164,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,9l3ArAYMb3Q,2020-04-19T14:10:53Z,7317,525,2,0
165,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,s4LvbTp5VrQ,2020-04-16T19:27:32Z,54219,2163,11,8
166,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,xuHiqU0Rkow,2020-04-14T05:12:03Z,99944,2876,47,17
167,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,TGJhBcNz-C4,2020-04-11T12:40:31Z,47564,2064,11,10
168,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,R6OSSpAlLgs,2020-04-10T22:08:09Z,45552,1891,20,5
169,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,X9kDKxIDYbs,2020-04-09T16:44:22Z,30418,1420,12,8
170,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,I8PMaPZF0vY,2020-04-08T19:39:54Z,39884,1947,17,10
171,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,LuiFUkUTg9k,2020-04-07T19:13:35Z,54030,2138,11,7
172,Flare Ch. 不知火フレア,UCvInZx9h3jC2JzsIzoOebWg,TCG2SICSNuo,2020-04-06T12:27:30Z,49417,2058,14,11
